Name,1-bromo-4-(trifluoromethyl)benzene,1-bromo-4-ethylbenzene,1-bromo-4-methoxybenzene,1-chloro-4-(trifluoromethyl)benzene,1-chloro-4-ethylbenzene,1-chloro-4-methoxybenzene,1-ethyl-4-iodobenzene,1-iodo-4-(trifluoromethyl)benzene,1-iodo-4-methoxybenzene,2-bromopyridine,2-chloropyridine,2-iodopyridine,"3,5-dimethylisoxazole",3-bromopyridine,3-chloropyridine,3-iodopyridine,3-methyl-5-phenylisoxazole,3-methylisoxazole,3-phenylisoxazole,4-phenylisoxazole,"5-(2,6-difluorophenyl)isoxazole",5-methyl-3-(1H-pyrrol-1-yl)isoxazole,5-methylisoxazole,"5-phenyl-1,2,4-oxadiazole",5-phenylisoxazole,AdBrettPhos,benzo[c]isoxazole,benzo[d]isoxazole,BTMG,ethyl-3-methoxyisoxazole-5-carboxylate,ethyl-3-methylisoxazole-5-carboxylate,ethyl-5-methylisoxazole-3-carboxylate,ethyl-5-methylisoxazole-4-carboxylate,ethyl-isoxazole-3-carboxylate,ethyl-isoxazole-4-carboxylate,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate,methyl-isoxazole-5-carboxylate,MTBD,"N,N-dibenzylisoxazol-3-amine","N,N-dibenzylisoxazol-5-amine",P2Et,t-BuBrettPhos,t-BuXPhos,XPhos
1-bromo-4-(trifluoromethyl)benzene,0.0,0.6666666666666667,0.6666666666666667,0.47619047619047616,0.896551724137931,0.896551724137931,0.896551724137931,0.47619047619047616,0.896551724137931,0.8148148148148149,0.896551724137931,0.896551724137931,0.9333333333333333,0.7777777777777778,0.9,0.9,0.9166666666666666,0.896551724137931,0.875,0.9090909090909091,0.8823529411764706,0.9459459459459459,0.8571428571428572,0.9117647058823529,0.875,0.9454545454545454,0.90625,0.8709677419354839,0.9666666666666667,0.9545454545454546,0.9512195121951219,0.95,0.9512195121951219,0.925,0.9512195121951219,0.9333333333333333,0.9111111111111111,0.8888888888888888,0.972972972972973,0.9230769230769231,0.8947368421052632,1.0,0.9148936170212766,0.9090909090909091,0.94
1-bromo-4-ethylbenzene,0.6666666666666667,0.0,0.6086956521739131,0.896551724137931,0.47619047619047616,0.8571428571428572,0.47619047619047616,0.896551724137931,0.8571428571428572,0.8148148148148149,0.896551724137931,0.896551724137931,0.896551724137931,0.7777777777777778,0.9,0.9,0.8857142857142857,0.8571428571428572,0.9090909090909091,0.9090909090909091,0.9142857142857143,0.9166666666666666,0.8571428571428572,0.9117647058823529,0.9090909090909091,0.9259259259259259,0.90625,0.8709677419354839,0.9666666666666667,0.8205128205128205,0.8055555555555556,0.8333333333333334,0.8378378378378378,0.8055555555555556,0.8378378378378378,0.8837209302325582,0.8863636363636364,0.8235294117647058,0.9444444444444444,0.8648648648648649,0.8648648648648649,0.9090909090909091,0.9148936170212766,0.9090909090909091,0.9183673469387755
1-bromo-4-methoxybenzene,0.6666666666666667,0.6086956521739131,0.0,0.896551724137931,0.8571428571428572,0.47619047619047616,0.8571428571428572,0.896551724137931,0.47619047619047616,0.8148148148148149,0.896551724137931,0.896551724137931,0.896551724137931,0.7777777777777778,0.9,0.9,0.8857142857142857,0.8571428571428572,0.9090909090909091,0.9090909090909091,0.9142857142857143,0.9166666666666666,0.8571428571428572,0.9117647058823529,0.9090909090909091,0.8627450980392157,0.90625,0.8709677419354839,0.9666666666666667,0.85,0.8974358974358975,0.8947368421052632,0.8974358974358975,0.868421052631579,0.8974358974358975,0.8571428571428572,0.8604651162790697,0.8235294117647058,0.9444444444444444,0.9230769230769231,0.9230769230769231,0.9714285714285714,0.8409090909090909,0.9090909090909091,0.9183673469387755
1-chloro-4-(trifluoromethyl)benzene,0.47619047619047616,0.896551724137931,0.896551724137931,0.0,0.6666666666666667,0.6666666666666667,0.896551724137931,0.47619047619047616,0.896551724137931,0.896551724137931,0.8148148148148149,0.896551724137931,0.9333333333333333,0.9,0.7777777777777778,0.9,0.9166666666666666,0.896551724137931,0.875,0.9090909090909091,0.8823529411764706,0.9459459459459459,0.8571428571428572,0.9117647058823529,0.875,0.9454545454545454,0.90625,0.90625,0.9666666666666667,0.9545454545454546,0.9512195121951219,0.95,0.9512195121951219,0.925,0.9512195121951219,0.9333333333333333,0.9111111111111111,0.8888888888888888,0.972972972972973,0.9230769230769231,0.8947368421052632,1.0,0.9148936170212766,0.9090909090909091,0.94
1-chloro-4-ethylbenzene,0.896551724137931,0.47619047619047616,0.8571428571428572,0.6666666666666667,0.0,0.6086956521739131,0.47619047619047616,0.896551724137931,0.8571428571428572,0.896551724137931,0.8148148148148149,0.896551724137931,0.896551724137931,0.9,0.7777777777777778,0.9,0.8857142857142857,0.8571428571428572,0.9090909090909091,0.9090909090909091,0.9142857142857143,0.9166666666666666,0.8571428571428572,0.9117647058823529,0.9090909090909091,0.9259259259259259,0.90625,0.90625,0.9666666666666667,0.8205128205128205,0.8055555555555556,0.8333333333333334,0.8378378378378378,0.8055555555555556,0.8378378378378378,0.8837209302325582,0.8863636363636364,0.8235294117647058,0.9444444444444444,0.8648648648648649,0.8648648648648649,0.9090909090909091,0.9148936170212766,0.9090909090909091,0.9183673469387755
1-chloro-4-methoxybenzene,0.896551724137931,0.8571428571428572,0.47619047619047616,0.6666666666666667,0.6086956521739131,0.0,0.8571428571428572,0.896551724137931,0.47619047619047616,0.896551724137931,0.8148148148148149,0.896551724137931,0.896551724137931,0.9,0.7777777777777778,0.9,0.8857142857142857,0.8571428571428572,0.9090909090909091,0.9090909090909091,0.9142857142857143,0.9166666666666666,0.8571428571428572,0.9117647058823529,0.9090909090909091,0.8627450980392157,0.90625,0.90625,0.9666666666666667,0.85,0.8974358974358975,0.8947368421052632,0.8974358974358975,0.868421052631579,0.8974358974358975,0.8571428571428572,0.8604651162790697,0.8235294117647058,0.9444444444444444,0.9230769230769231,0.9230769230769231,0.9714285714285714,0.8409090909090909,0.9090909090909091,0.9183673469387755
1-ethyl-4-iodobenzene,0.896551724137931,0.47619047619047616,0.8571428571428572,0.896551724137931,0.47619047619047616,0.8571428571428572,0.0,0.6666666666666667,0.6086956521739131,0.896551724137931,0.896551724137931,0.8148148148148149,0.896551724137931,0.9,0.9,0.7777777777777778,0.8857142857142857,0.8571428571428572,0.9090909090909091,0.9090909090909091,0.9142857142857143,0.9166666666666666,0.8571428571428572,0.9117647058823529,0.9090909090909091,0.9259259259259259,0.90625,0.90625,0.9666666666666667,0.8205128205128205,0.8055555555555556,0.8333333333333334,0.8378378378378378,0.8055555555555556,0.8378378378378378,0.8837209302325582,0.8863636363636364,0.8235294117647058,0.9444444444444444,0.8648648648648649,0.8648648648648649,0.9090909090909091,0.9148936170212766,0.9090909090909091,0.9183673469387755
1-iodo-4-(trifluoromethyl)benzene,0.47619047619047616,0.896551724137931,0.896551724137931,0.47619047619047616,0.896551724137931,0.896551724137931,0.6666666666666667,0.0,0.6666666666666667,0.896551724137931,0.896551724137931,0.8148148148148149,0.9333333333333333,0.9,0.9,0.7777777777777778,0.9166666666666666,0.896551724137931,0.875,0.9090909090909091,0.8823529411764706,0.9459459459459459,0.8571428571428572,0.9117647058823529,0.875,0.9454545454545454,0.90625,0.90625,0.9666666666666667,0.9545454545454546,0.9512195121951219,0.95,0.9512195121951219,0.925,0.9512195121951219,0.9333333333333333,0.9111111111111111,0.8888888888888888,0.972972972972973,0.9230769230769231,0.8947368421052632,1.0,0.9148936170212766,0.9090909090909091,0.94
1-iodo-4-methoxybenzene,0.896551724137931,0.8571428571428572,0.47619047619047616,0.896551724137931,0.8571428571428572,0.47619047619047616,0.6086956521739131,0.6666666666666667,0.0,0.896551724137931,0.896551724137931,0.8148148148148149,0.896551724137931,0.9,0.9,0.7777777777777778,0.8857142857142857,0.8571428571428572,0.9090909090909091,0.9090909090909091,0.9142857142857143,0.9166666666666666,0.8571428571428572,0.9117647058823529,0.9090909090909091,0.8627450980392157,0.90625,0.90625,0.9666666666666667,0.85,0.8974358974358975,0.8947368421052632,0.8974358974358975,0.868421052631579,0.8974358974358975,0.8571428571428572,0.8604651162790697,0.8235294117647058,0.9444444444444444,0.9230769230769231,0.9230769230769231,0.9714285714285714,0.8409090909090909,0.9090909090909091,0.9183673469387755
2-bromopyridine,0.8148148148148149,0.8148148148148149,0.8148148148148149,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.0,0.5454545454545454,0.5454545454545454,0.896551724137931,0.6799999999999999,0.7777777777777778,0.7777777777777778,0.8181818181818181,0.8571428571428572,0.8,0.8,0.8125,0.8857142857142857,0.8148148148148149,0.7666666666666666,0.7586206896551724,0.9454545454545454,0.7931034482758621,0.7931034482758621,1.0,0.9047619047619048,0.925,0.9230769230769231,0.925,0.8974358974358975,0.925,0.8837209302325582,0.8863636363636364,0.8571428571428572,0.9444444444444444,0.8333333333333334,0.8,1.0,0.9375,0.8837209302325582,0.8958333333333334
